Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
Large Scale Machine Learning with Python Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489139740.jpg,,122.0,Paperback,2017-07-22,5starcooks,English,1489139745,9781489139740,,,152.0,229.0,7.0,172.0
Java Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489148360.jpg,,122.0,Paperback,2018-01-05,5starcooks,English,1489148361,9781489148360,,,152.0,229.0,7.0,172.0
Python Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489149190.jpg,,122.0,Paperback,2018-01-05,5starcooks,English,1489149198,9781489149190,,,152.0,229.0,7.0,172.0
Machine Learning with SAS Enterprise Miner,C Perez,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9783/9781978377370.jpg,,322.0,Paperback,2017-10-17,Createspace Independent Publishing Platform,English,1978377371,9781978377370,,,203.0,254.0,17.0,640.0
Machine Learning in Matlab. Supervised Learning : Classification,G Peck,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9765/9781976500015.jpg,,354.0,Paperback,2017-09-18,Createspace Independent Publishing Platform,English,197650001X,9781976500015,,,203.0,254.0,19.0,703.0
"Modern Multivariate Statistical Techniques : Regression, Classification, and Manifold Learning",Alan J. Izenman,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4939/9781493938322.jpg,,733.0,Paperback,2016-08-23,Springer-Verlag New York Inc.,English,1493938320,9781493938322,New York,United States,155.0,235.0,35.56,1535.0
"Machine Learning : The Ultimate Guide to Machine Learning (Neural Networks, Random Forests and Decision Trees, Algorithms)",Steve Jacobs,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9790/9781979040976.jpg,,70.0,Paperback,2017-10-22,Createspace Independent Publishing Platform,English,1979040974,9781979040976,,,152.0,229.0,4.0,104.0
Markov Models : Definitive Guide to Understanding Unsupervised Machine Learning in Python,Dwayne Steven,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9746/9781974600243.jpg,5.0,60.0,Paperback,2017-08-15,Createspace Independent Publishing Platform,English,1974600246,9781974600243,,,152.0,229.0,3.0,95.0
Automated Machine Learning for Business,Kai R. Larsen,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1348/9780134848440.jpg,,350.0,Paperback,2018-04-28,Pearson Education (US),English,0134848446,9780134848440,New Jersey,United States,,,,
Data Analytics : Data Analytics and Agile Project Management and Machine Learning and Hacking,Robert Keane,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9816/9781981625390.jpg,,326.0,Paperback,2017-12-11,Amazon Digital Services LLC - Kdp Print Us,English,1981625399,9781981625390,,,,,,
Learning in Graphical Models,Michael I. Jordan,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2626/9780262600323.jpg,3.71,644.0,Paperback,1999-01-20,MIT Press Ltd,English,0262600323,9780262600323,Massachusetts,United States,178.0,254.0,32.0,1093.0
Machine Learning Principles and Techniques,Richard Sandes Forsyth,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4123/9780412305801.jpg,3.0,256.0,Paperback,1989-06-01,CHAPMAN & HALL,English,0412305801,9780412305801,,,,,,
"Machine Learning : The Ultimate Beginner's Guide to Learn Machine Learning, Artificial Intelligence & Neural Networks Step by step",Ryan Turner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6975/9781697522570.jpg,3.86,174.0,Paperback,2019-10-26,Independently Published,English,1697522572,9781697522570,,,133.0,203.0,9.0,186.0
Introduction to Machine Learning With Python : A Plain English Introduction to Machine Learning with Python for Absolute Beginners,Deborah Oliver,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7046/9781704654409.jpg,,108.0,Paperback,2019-11-02,Independently Published,English,1704654408,9781704654409,,,152.0,229.0,6.0,154.0
Money Machine : Turn your computer in a money maker. Learn how grow your income fast through a multiple online activities,Alex Narrow,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0891/9781089126287.jpg,,238.0,Paperback,2019-08-07,Independently Published,,108912628X,9781089126287,,,127.0,203.0,14.0,263.0
"Money Machine : Turn your computer into a money maker. Learn how to grow your income fast through multiple online activities. (Affiliate Marketing - Real Estate - Personal Branding - Dropshipping- E- Commerce, Blogging - Cryptocurrency)",Alex Narrow,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0895/9781089541134.jpg,,238.0,Paperback,2019-08-10,Independently Published,English,1089541139,9781089541134,,,,,,
Machine Learning With Python,Ajit Singh,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0974/9781097417117.jpg,,154.0,Paperback,2019-05-08,Independently Published,English,1097417115,9781097417117,,,152.0,229.0,9.0,236.0
Machine Learning For Beginners,Daiki Naru,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0974/9781097478378.jpg,,66.0,Paperback,2019-05-08,Independently Published,English,1097478378,9781097478378,,,152.0,229.0,4.0,100.0
Learning Business Statistics with Microsoft Excel 2000,John L. Neufeld,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1303/9780130308788.jpg,3.25,449.0,Paperback,2000-08-16,Pearson Education (US),English,0130308781,9780130308788,,,191.0,235.0,17.0,733.0
Go Ahead Ask Me About Machine Learning : Notebook / Journal - College Ruled / Lined - for Machine Learning Lovers,Wholesome Journals,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0976/9781097671175.jpg,,122.0,Paperback,2019-05-10,Independently Published,English,1097671178,9781097671175,,,152.0,229.0,7.0,172.0
Machine Learning in Business : An Introduction to the World of Data Science,John C Hull,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0799/9781079988253.jpg,3.75,210.0,Paperback,2019-07-11,Independently Published,English,1079988254,9781079988253,,,152.0,229.0,11.0,286.0
Statistical Process Control For Quality Improvement : A Training Guide To Learning SPC,James Evans,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1355/9780135589908.jpg,,204.0,Paperback,1991-04-08,Pearson Education (US),English,0135589908,9780135589908,Upper Saddle River,United States,185.0,243.0,20.0,600.0
Machine Learning Using C Sharp for Techies,Tom Pearson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5454/9781545460955.jpg,,148.0,Paperback,2017-04-19,Createspace Independent Publishing Platform,English,1545460957,9781545460955,,,152.0,229.0,8.0,209.0
Machine Learning Using C Sharp : For Starters,Peter Lawson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5453/9781545364819.jpg,,148.0,Paperback,2017-04-16,Createspace Independent Publishing Platform,English,1545364818,9781545364819,,,152.0,229.0,8.0,209.0
Tensorflow Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489138866.jpg,,122.0,Paperback,2018-01-06,5starcooks,English,1489138862,9781489138866,,,152.0,229.0,7.0,172.0
Large Scale Machine Learning with Python Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489139740.jpg,,122.0,Paperback,2017-07-22,5starcooks,English,1489139745,9781489139740,,,152.0,229.0,7.0,172.0
Java Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489148360.jpg,,122.0,Paperback,2018-01-05,5starcooks,English,1489148361,9781489148360,,,152.0,229.0,7.0,172.0
Python Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489149190.jpg,,122.0,Paperback,2018-01-05,5starcooks,English,1489149198,9781489149190,,,152.0,229.0,7.0,172.0
Markov Models : Definitive Guide to Understanding Unsupervised Machine Learning in Python,Dwayne Steven,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9746/9781974600243.jpg,5.0,60.0,Paperback,2017-08-15,Createspace Independent Publishing Platform,English,1974600246,9781974600243,,,152.0,229.0,3.0,95.0
Machine Learning Approach for Voicing Detection,Mohammed Abebe Yimer,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2020/9786202013642.jpg,,96.0,Paperback,2017-09-11,LAP Lambert Academic Publishing,English,6202013648,9786202013642,,,150.0,220.0,6.0,161.0
"Modern Multivariate Statistical Techniques : Regression, Classification, and Manifold Learning",Alan J. Izenman,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4939/9781493938322.jpg,,733.0,Paperback,2016-08-23,Springer-Verlag New York Inc.,English,1493938320,9781493938322,New York,United States,155.0,235.0,35.56,1535.0
"Praxiseinstieg Machine Learning mit Scikit-Learn und TensorFlow : Konzepte, Tools und Techniken für intelligente Systeme","Aurelien Geron, Kristian Rother",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9600/9783960090618.jpg,4.54,576.0,Paperback,2017-12-31,Dpunkt.Verlag GmbH,German,3960090617,9783960090618,,,167.0,243.0,34.0,1062.0
Machine Learning in Matlab. Supervised Learning : Classification,G Peck,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9765/9781976500015.jpg,,354.0,Paperback,2017-09-18,Createspace Independent Publishing Platform,English,197650001X,9781976500015,,,203.0,254.0,19.0,703.0
Automated Machine Learning for Business,Kai R. Larsen,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1348/9780134848440.jpg,,350.0,Paperback,2018-04-28,Pearson Education (US),English,0134848446,9780134848440,New Jersey,United States,,,,
"Machine Learning 2020 : A Fundamental Guide to Learn and Master Artificial Intelligence, Data Science, Data Analytics",Alex Tyie,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6965/9781696577304.jpg,,300.0,Paperback,2019-09-30,Independently Published,English,1696577306,9781696577304,,,152.0,229.0,17.0,440.0
Machine Learning Principles and Techniques,Richard Sandes Forsyth,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4123/9780412305801.jpg,3.0,256.0,Paperback,1989-06-01,CHAPMAN & HALL,English,0412305801,9780412305801,,,,,,
"Machine Learning : The Ultimate Beginner's Guide to Learn Machine Learning, Artificial Intelligence & Neural Networks Step by step",Ryan Turner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6975/9781697522570.jpg,3.86,174.0,Paperback,2019-10-26,Independently Published,English,1697522572,9781697522570,,,133.0,203.0,9.0,186.0
Introduction to Machine Learning With Python : A Plain English Introduction to Machine Learning with Python for Absolute Beginners,Deborah Oliver,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7046/9781704654409.jpg,,108.0,Paperback,2019-11-02,Independently Published,English,1704654408,9781704654409,,,152.0,229.0,6.0,154.0
Machina Student Learning Guide: 300-day Subscription,Douglas Quinney,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4712/9780471271956.jpg,,6.0,Paperback,2002-08-12,John Wiley and Sons Ltd,English,0471271950,9780471271956,New York,United States,,,,
"Measurement, Statistics and Computation","David McCormick, Alan Roach",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4719/9780471913672.jpg,,780.0,Paperback,1988-03-01,John Wiley and Sons Ltd,English,0471913677,9780471913672,Chichester,United Kingdom,140.0,220.0,44.45,1060.0
Machine Learning for Multimedia Content Analysis,"Yihong Gong, Wei Xu, Werner Sinzig",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3875/9780387517865.jpg,,320.0,Paperback,2008-07-17,Springer,"English, German",0387517863,9780387517865,,,156.0,234.0,16.0,417.0
Computer Programming for Beginners : 2 Books in 1: Machine Learning for Beginners + Python for Beginners,Jason Knox,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6519/9781651970638.jpg,,330.0,Paperback,2020-01-03,Independently Published,,1651970637,9781651970638,,,152.0,229.0,19.0,485.0
"Machine Learning : 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6228/9798622893865.jpg,5.0,456.0,Paperback,2020-03-08,Independently Published,English,,9798622893865,,,152.0,229.0,23.0,603.0
Supervised Learning Techniques in Machine Learning : CLASSIFICATION. Examples with SAS,H Rafter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6450/9798645094713.jpg,,340.0,Paperback,2020-05-11,Independently Published,English,,9798645094713,,,152.0,229.0,19.0,499.0
"Python : This Book Includes: Machine Learning, Python and Data Science. Learn Computer Programming for Beginners.",Oliver Soranson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6423/9798642386224.jpg,,538.0,Paperback,2020-05-01,Independently Published,English,,9798642386224,,,152.0,229.0,28.0,712.0
Machine learning in clinical medicine by knowledge acquisit.,Jari Forsström,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/5188/9789518807585.jpg,,,Paperback,,Turun Yliopisto,English,9518807582,9789518807585,,,,,,
Azure Machine Learning A Complete Guide - 2020 Edition,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8674/9781867408079.jpg,,310.0,Paperback,2020-05-19,5starcooks,English,1867408074,9781867408079,,,152.0,229.0,17.0,417.0
Independent Learning Project for Advanced Chemistry: The Mole Bk. S1,ILEA Chemistry Project Team,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7195/9780719540356.jpg,,66.0,Paperback,1990-02-01,Hodder Arnold,,0719540356,9780719540356,London,United Kingdom,,,,
Independent Learning Project for Advanced Chemistry: Atomic Structure Bk. S2,ILEA Chemistry Project Team,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7195/9780719540363.jpg,,83.0,Paperback,1983-09-30,Hodder Arnold,,0719540364,9780719540363,London,United Kingdom,,,,
"Content Marketing Machine : The Essential Strategies to Ignite Your Content. Learn the Secret Formula Copywriters Use for Online Digital Marketing, Web Content Creation, Business Email, & SEO",Jhon Porter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7127/9781712776391.jpg,1.0,190.0,Paperback,2019-11-28,Independently Published,English,1712776398,9781712776391,,,152.0,229.0,11.0,286.0
The Active Practice of Statistics : A Text for Multimedia Learning,David S. Moore,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7167/9780716731405.jpg,,411.0,Paperback,1997-10-22,W.H.Freeman & Co Ltd,English,0716731401,9780716731405,New York,United States,184.0,232.0,20.0,736.0
"Data Science from Scratch : Want to become a Data Scientist? This guide for beginners will walk you through the world of Data Science, Big Data, Machine Learning and Deep Learning",Steve Geddis,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6714/9781671480513.jpg,4.0,162.0,Paperback,2019-12-04,Independently Published,English,1671480511,9781671480513,,,152.0,229.0,9.0,227.0
"Machine Learning : 3 Books in 1: Master the Mathematics of Applied Artificial Intelligence and Learn the Secrets of Python Programming, Data Science, and Computer Networking (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6791/9798679186002.jpg,,456.0,Paperback,2020-08-25,Independently Published,English,,9798679186002,,,152.0,229.0,23.0,603.0
Machine learning with Python : Understanding how Python code is useful to manage and improve Artificial intelligence and Machine learning. The easy training guide for programmers and data scientists.,William Wizner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6665/9798666509432.jpg,,144.0,Paperback,2020-07-15,Independently Published,English,,9798666509432,,,152.0,229.0,8.0,200.0
5G Wireless Communication System Using Machine Learning (ML),Dr. S. K. Agrawal,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2027/9786202797276.jpg,,172.0,Paperback,,LAP Lambert Academic Publishing,English,,9786202797276,,,,,,
2006 International Conference on Machine Learning and Cybernetics (Icmlc),Institute of Electrical and Electronics Engineers,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4244/9781424400607.jpg,,4000.0,Paperback,2007-03-01,"Institute of Electrical & Electronics Engineers (IEEE) Inc.,US",English,1424400600,9781424400607,New Jersey,United States,,,,
2007 International Conference on Machine Learning and Cybernetics,Institute of Electrical and Electronics Engineers,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4244/9781424409723.jpg,,4237.0,Paperback,2008-02-19,Curran Associates Inc,English,1424409721,9781424409723,,,,,,
Neutrosophics Computing and Machine Learning Vol. 5,Florentin Smarandache,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/3904/9789390406906.jpg,,128.0,Paperback,2020-09-03,Indo American Books,,9390406900,9789390406906,,,,,,
"Machine Learning : 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6760/9798676024734.jpg,5.0,456.0,Paperback,2020-08-16,Independently Published,English,,9798676024734,,,152.0,229.0,23.0,603.0
